end_dttm,room,start_dttm,id
2019-01-29 20:13:00,Operating Room #2,2019-01-29 16:29:00,388
2019-01-13 12:18:00,Operating Room #1,2019-01-13 07:31:00,389
2019-01-08 05:03:00,Operating Room #3,2019-01-08 02:45:00,390
2019-01-26 17:42:00,Operating Room #6,2019-01-26 15:48:00,391
2019-01-26 22:19:00,Operating Room #3,2019-01-26 19:01:00,392
2019-01-06 17:57:00,Operating Room #1,2019-01-06 12:41:00,393
2019-01-16 09:16:00,Operating Room #6,2019-01-16 08:32:00,394
2019-01-28 02:48:00,Operating Room #2,2019-01-28 02:20:00,395
2019-01-02 05:05:00,Operating Room #2,2019-01-02 03:47:00,396
2019-01-21 22:54:00,Operating Room #3,2019-01-21 22:08:00,397
2019-01-01 13:07:00,Operating Room #6,2019-01-01 09:21:00,398
2019-01-23 08:00:00,Operating Room #3,2019-01-23 04:06:00,399
2019-01-09 23:29:00,Operating Room #5,2019-01-09 22:10:00,400
2019-01-22 22:39:00,Operating Room #5,2019-01-22 19:53:00,401
2019-01-31 17:02:00,Operating Room #4,2019-01-31 16:18:00,402
2019-01-14 10:50:00,Operating Room #4,2019-01-14 06:12:00,403
2019-01-20 13:25:00,Operating Room #3,2019-01-20 13:02:00,404
2019-01-26 18:03:00,Operating Room #1,2019-01-26 13:47:00,405
2019-01-20 20:34:00,Operating Room #4,2019-01-20 19:40:00,406
2019-01-04 16:07:00,Operating Room #1,2019-01-04 11:11:00,407
2019-01-29 16:45:00,Operating Room #6,2019-01-29 12:27:00,408
2019-01-20 16:22:00,Operating Room #6,2019-01-20 13:45:00,409
2019-01-23 00:36:00,Operating Room #4,2019-01-22 23:05:00,410
2019-01-23 03:24:00,Operating Room #3,2019-01-23 02:48:00,411
2019-01-03 14:50:00,Operating Room #4,2019-01-03 10:22:00,412
2019-01-25 20:36:00,Operating Room #5,2019-01-25 16:08:00,413
2019-01-15 12:11:00,Operating Room #5,2019-01-15 06:52:00,414
2019-01-06 21:32:00,Operating Room #4,2019-01-06 17:25:00,415
2019-01-27 05:37:00,Operating Room #6,2019-01-27 01:01:00,416
2019-01-09 17:48:00,Operating Room #6,2019-01-09 14:31:00,417
2019-01-04 02:33:00,Operating Room #5,2019-01-03 22:54:00,418
2019-01-31 06:09:00,Operating Room #3,2019-01-31 00:49:00,419
2019-01-18 00:34:00,Operating Room #2,2019-01-17 19:37:00,420
2019-01-19 10:10:00,Operating Room #3,2019-01-19 09:31:00,421
2019-01-16 18:44:00,Operating Room #6,2019-01-16 14:15:00,422
2019-01-17 18:32:00,Operating Room #6,2019-01-17 13:37:00,423
2019-01-30 04:42:00,Operating Room #6,2019-01-30 04:24:00,424
2019-01-05 14:03:00,Operating Room #4,2019-01-05 08:44:00,425
2019-01-26 01:41:00,Operating Room #5,2019-01-25 23:11:00,426
2019-01-20 22:02:00,Operating Room #1,2019-01-20 18:19:00,427
2019-01-25 18:47:00,Operating Room #4,2019-01-25 14:14:00,428
2019-01-26 13:54:00,Operating Room #3,2019-01-26 11:13:00,429
2019-01-08 03:34:00,Operating Room #4,2019-01-08 00:25:00,430
2019-01-19 11:43:00,Operating Room #2,2019-01-19 08:31:00,431
2019-01-30 14:47:00,Operating Room #1,2019-01-30 14:11:00,432
2019-01-06 00:21:00,Operating Room #5,2019-01-05 20:47:00,433
2019-01-23 18:55:00,Operating Room #6,2019-01-23 17:07:00,434
2019-01-16 00:44:00,Operating Room #4,2019-01-16 00:20:00,435
2019-01-29 22:17:00,Operating Room #6,2019-01-29 18:51:00,436
2019-01-31 03:24:00,Operating Room #5,2019-01-31 01:03:00,437
2019-01-04 06:36:00,Operating Room #2,2019-01-04 04:03:00,438
2019-01-24 01:29:00,Operating Room #3,2019-01-24 00:22:00,439
2019-01-01 19:53:00,Operating Room #6,2019-01-01 17:11:00,440
2019-01-23 12:05:00,Operating Room #6,2019-01-23 11:34:00,441
2019-01-04 23:07:00,Operating Room #6,2019-01-04 22:32:00,442
2019-01-30 22:28:00,Operating Room #2,2019-01-30 21:00:00,443
2019-01-16 05:35:00,Operating Room #3,2019-01-16 03:22:00,444
2019-02-01 03:20:00,Operating Room #5,2019-02-01 02:23:00,445
2019-01-08 14:02:00,Operating Room #3,2019-01-08 09:35:00,446
2019-01-07 05:00:00,Operating Room #1,2019-01-07 01:57:00,447
2019-01-19 06:33:00,Operating Room #2,2019-01-19 06:17:00,448
2019-01-24 22:39:00,Operating Room #2,2019-01-24 20:16:00,449
2019-01-13 07:28:00,Operating Room #3,2019-01-13 01:34:00,450
2019-01-03 01:59:00,Operating Room #5,2019-01-02 23:14:00,451
2019-01-31 23:39:00,Operating Room #1,2019-01-31 21:37:00,452
2019-01-28 03:13:00,Operating Room #4,2019-01-28 00:16:00,453
2019-01-16 19:38:00,Operating Room #6,2019-01-16 19:09:00,454
2019-01-27 10:35:00,Operating Room #5,2019-01-27 08:16:00,455
2019-01-11 14:24:00,Operating Room #5,2019-01-11 14:02:00,456
2019-01-09 02:54:00,Operating Room #4,2019-01-08 22:31:00,457
2019-01-09 14:16:00,Operating Room #1,2019-01-09 11:51:00,458
2019-01-11 03:24:00,Operating Room #6,2019-01-11 02:38:00,459
2019-02-01 14:14:00,Operating Room #3,2019-02-01 12:50:00,460
2019-01-07 03:19:00,Operating Room #5,2019-01-07 02:55:00,461
2019-01-22 08:16:00,Operating Room #1,2019-01-22 07:26:00,462
2019-01-21 22:53:00,Operating Room #5,2019-01-21 20:37:00,463
2019-01-04 07:54:00,Operating Room #3,2019-01-04 04:03:00,464
2019-01-26 13:23:00,Operating Room #4,2019-01-26 12:23:00,465
2019-01-24 18:45:00,Operating Room #4,2019-01-24 13:19:00,466
2019-01-07 07:03:00,Operating Room #3,2019-01-07 02:40:00,467
2019-01-23 23:48:00,Operating Room #5,2019-01-23 20:50:00,468
2019-01-15 06:10:00,Operating Room #3,2019-01-15 05:23:00,469
2019-01-21 08:41:00,Operating Room #1,2019-01-21 06:42:00,470
2019-01-10 23:23:00,Operating Room #3,2019-01-10 22:19:00,471
2019-01-02 09:18:00,Operating Room #4,2019-01-02 08:40:00,472
2019-01-19 14:29:00,Operating Room #1,2019-01-19 13:31:00,473
2019-01-08 01:33:00,Operating Room #2,2019-01-07 21:00:00,474
2019-01-20 12:00:00,Operating Room #5,2019-01-20 09:50:00,475
2019-01-26 08:50:00,Operating Room #1,2019-01-26 06:26:00,476
2019-01-31 06:31:00,Operating Room #1,2019-01-31 05:25:00,477
2019-01-01 14:51:00,Operating Room #3,2019-01-01 14:35:00,478
2019-01-04 16:48:00,Operating Room #4,2019-01-04 16:12:00,479
2019-01-14 20:31:00,Operating Room #2,2019-01-14 19:56:00,480
2019-01-15 16:06:00,Operating Room #4,2019-01-15 14:53:00,481
2019-01-13 15:23:00,Operating Room #6,2019-01-13 13:45:00,482
2019-01-17 21:15:00,Operating Room #4,2019-01-17 18:09:00,483
2019-01-15 21:20:00,Operating Room #6,2019-01-15 19:19:00,484
2019-01-31 12:45:00,Operating Room #3,2019-01-31 12:10:00,485
2019-01-19 20:43:00,Operating Room #2,2019-01-19 19:50:00,486
2019-01-15 19:37:00,Operating Room #5,2019-01-15 16:50:00,487
2019-01-18 07:10:00,Operating Room #6,2019-01-18 01:39:00,488
2019-01-20 09:06:00,Operating Room #2,2019-01-20 08:20:00,489
2019-01-28 04:23:00,Operating Room #6,2019-01-28 02:35:00,490
2019-01-02 03:38:00,Operating Room #2,2019-01-02 02:50:00,491
2019-01-07 15:12:00,Operating Room #4,2019-01-07 13:03:00,492
2019-01-26 11:21:00,Operating Room #4,2019-01-26 07:39:00,493
2019-01-27 06:42:00,Operating Room #4,2019-01-27 01:07:00,494
2019-01-29 02:43:00,Operating Room #5,2019-01-29 01:16:00,495
2019-01-03 04:36:00,Operating Room #4,2019-01-03 02:32:00,496
2019-01-29 15:46:00,Operating Room #5,2019-01-29 13:54:00,497
2019-01-27 14:30:00,Operating Room #1,2019-01-27 09:37:00,498
2019-01-06 16:22:00,Operating Room #4,2019-01-06 15:01:00,499
2019-01-12 08:30:00,Operating Room #1,2019-01-12 03:16:00,500
2019-01-23 10:59:00,Operating Room #5,2019-01-23 08:59:00,501
2019-01-24 15:50:00,Operating Room #3,2019-01-24 13:11:00,502
2019-01-24 17:36:00,Operating Room #5,2019-01-24 15:35:00,503
2019-01-11 03:23:00,Operating Room #5,2019-01-11 02:30:00,504
2019-01-16 17:09:00,Operating Room #2,2019-01-16 14:52:00,505
2019-01-06 11:24:00,Operating Room #4,2019-01-06 10:02:00,506
2019-01-08 07:06:00,Operating Room #5,2019-01-08 05:52:00,507
2019-01-09 17:38:00,Operating Room #2,2019-01-09 11:42:00,508
2019-01-21 23:17:00,Operating Room #6,2019-01-21 22:30:00,509
2019-01-05 15:36:00,Operating Room #3,2019-01-05 12:23:00,510
2019-01-18 03:51:00,Operating Room #5,2019-01-18 01:54:00,511
2019-01-24 10:37:00,Operating Room #3,2019-01-24 08:30:00,512
2019-01-20 09:21:00,Operating Room #6,2019-01-20 08:05:00,513
2019-01-26 02:53:00,Operating Room #4,2019-01-25 21:26:00,514
2019-01-21 18:43:00,Operating Room #1,2019-01-21 17:27:00,515
2019-01-17 08:31:00,Operating Room #5,2019-01-17 07:13:00,516
2019-01-07 21:03:00,Operating Room #5,2019-01-07 17:15:00,517
2019-01-11 04:23:00,Operating Room #2,2019-01-11 00:12:00,518
2019-01-19 05:30:00,Operating Room #2,2019-01-19 00:07:00,519
2019-01-18 07:33:00,Operating Room #2,2019-01-18 03:00:00,520
2019-01-16 11:39:00,Operating Room #4,2019-01-16 08:54:00,521
2019-01-07 01:20:00,Operating Room #2,2019-01-06 21:53:00,522
2019-01-24 21:34:00,Operating Room #4,2019-01-24 20:08:00,523
2019-01-14 14:23:00,Operating Room #4,2019-01-14 11:51:00,524
2019-01-15 04:09:00,Operating Room #2,2019-01-14 22:12:00,525
2019-01-03 01:34:00,Operating Room #4,2019-01-03 00:55:00,526
2019-01-30 12:48:00,Operating Room #2,2019-01-30 12:17:00,527
2019-01-30 10:27:00,Operating Room #6,2019-01-30 04:52:00,528
2019-01-15 14:22:00,Operating Room #3,2019-01-15 11:26:00,529
2019-01-26 04:24:00,Operating Room #1,2019-01-26 00:37:00,530
2019-01-07 07:57:00,Operating Room #4,2019-01-07 02:03:00,531
2019-01-28 06:49:00,Operating Room #1,2019-01-28 03:20:00,532
2019-01-04 19:14:00,Operating Room #2,2019-01-04 14:38:00,533
2019-01-04 00:17:00,Operating Room #3,2019-01-03 21:48:00,534
2019-01-14 22:32:00,Operating Room #5,2019-01-14 21:36:00,535
2019-01-17 18:21:00,Operating Room #1,2019-01-17 15:14:00,536
2019-01-20 17:04:00,Operating Room #5,2019-01-20 13:34:00,537
2019-01-27 19:50:00,Operating Room #3,2019-01-27 17:35:00,538
2019-01-14 08:05:00,Operating Room #5,2019-01-14 05:19:00,539
2019-01-29 06:13:00,Operating Room #1,2019-01-29 04:10:00,540
2019-01-17 12:39:00,Operating Room #2,2019-01-17 11:19:00,541
2019-01-22 10:22:00,Operating Room #2,2019-01-22 08:52:00,542
2019-01-25 01:58:00,Operating Room #5,2019-01-24 23:47:00,543
2019-01-05 05:10:00,Operating Room #1,2019-01-05 03:23:00,544
2019-01-29 04:48:00,Operating Room #5,2019-01-29 03:39:00,545
2019-01-20 04:56:00,Operating Room #1,2019-01-20 00:14:00,546
2019-01-27 21:44:00,Operating Room #4,2019-01-27 19:47:00,547
2019-01-27 21:40:00,Operating Room #1,2019-01-27 17:12:00,548
2019-01-25 08:57:00,Operating Room #5,2019-01-25 06:14:00,549
2019-01-20 23:16:00,Operating Room #1,2019-01-20 22:14:00,550
2019-01-06 14:50:00,Operating Room #5,2019-01-06 11:34:00,551
2019-01-08 01:42:00,Operating Room #5,2019-01-08 00:51:00,552
2019-01-18 07:29:00,Operating Room #3,2019-01-18 01:52:00,553
2019-01-04 20:33:00,Operating Room #5,2019-01-04 20:06:00,554
2019-01-29 22:29:00,Operating Room #3,2019-01-29 20:39:00,555
2019-01-20 08:48:00,Operating Room #3,2019-01-20 06:34:00,556
2019-01-13 06:11:00,Operating Room #2,2019-01-13 00:11:00,557
2019-01-27 17:29:00,Operating Room #4,2019-01-27 11:54:00,558
2019-01-19 09:25:00,Operating Room #6,2019-01-19 09:06:00,559
2019-01-06 14:28:00,Operating Room #3,2019-01-06 14:05:00,560
2019-02-01 03:05:00,Operating Room #1,2019-02-01 00:40:00,561
2019-01-18 11:34:00,Operating Room #2,2019-01-18 09:47:00,562
2019-01-31 03:00:00,Operating Room #4,2019-01-31 01:04:00,563
2019-01-11 12:35:00,Operating Room #3,2019-01-11 09:00:00,564
2019-01-09 16:29:00,Operating Room #3,2019-01-09 12:52:00,565
2019-01-26 07:12:00,Operating Room #2,2019-01-26 01:26:00,566
2019-01-12 10:28:00,Operating Room #4,2019-01-12 04:36:00,567
2019-01-16 07:03:00,Operating Room #5,2019-01-16 06:13:00,568
2019-01-28 23:03:00,Operating Room #5,2019-01-28 22:20:00,569
2019-01-29 23:20:00,Operating Room #5,2019-01-29 21:46:00,570
2019-01-19 00:07:00,Operating Room #5,2019-01-18 21:06:00,571
2019-01-06 21:45:00,Operating Room #2,2019-01-06 19:19:00,572
2019-01-30 15:49:00,Operating Room #6,2019-01-30 14:02:00,573
2019-01-23 07:14:00,Operating Room #2,2019-01-23 06:19:00,574
2019-01-03 08:21:00,Operating Room #6,2019-01-03 03:06:00,575
2019-01-03 02:14:00,Operating Room #1,2019-01-02 23:43:00,576
2019-01-07 07:38:00,Operating Room #6,2019-01-07 05:57:00,577
2019-01-15 08:26:00,Operating Room #1,2019-01-15 05:34:00,578
2019-01-28 08:41:00,Operating Room #2,2019-01-28 03:07:00,579
2019-01-25 03:20:00,Operating Room #1,2019-01-25 00:11:00,580
2019-01-19 09:54:00,Operating Room #1,2019-01-19 08:40:00,581
2019-02-01 15:15:00,Operating Room #5,2019-02-01 09:32:00,582
2019-01-01 05:49:00,Operating Room #6,2019-01-01 02:12:00,583
2019-01-01 17:59:00,Operating Room #4,2019-01-01 14:33:00,584
2019-01-22 06:57:00,Operating Room #3,2019-01-22 02:40:00,585
2019-01-02 03:09:00,Operating Room #6,2019-01-02 00:34:00,586
2019-01-08 14:19:00,Operating Room #4,2019-01-08 10:13:00,587
2019-01-06 17:49:00,Operating Room #6,2019-01-06 15:24:00,588
2019-01-18 05:07:00,Operating Room #4,2019-01-17 23:54:00,589
2019-01-07 02:51:00,Operating Room #6,2019-01-06 23:48:00,590
2019-01-21 05:32:00,Operating Room #5,2019-01-21 02:41:00,591
2019-01-05 10:21:00,Operating Room #1,2019-01-05 08:34:00,592
2019-01-16 23:16:00,Operating Room #6,2019-01-16 22:02:00,593
2019-01-07 20:45:00,Operating Room #2,2019-01-07 16:36:00,594
2019-01-04 22:11:00,Operating Room #1,2019-01-04 18:52:00,595
2019-01-16 01:21:00,Operating Room #2,2019-01-16 00:52:00,596
2019-01-24 05:59:00,Operating Room #2,2019-01-24 03:24:00,597
2019-01-12 22:02:00,Operating Room #4,2019-01-12 16:51:00,598
2019-01-02 07:41:00,Operating Room #4,2019-01-02 02:29:00,599
2019-01-29 21:45:00,Operating Room #5,2019-01-29 19:26:00,600
2019-01-15 02:24:00,Operating Room #5,2019-01-15 01:50:00,601
2019-01-17 01:20:00,Operating Room #3,2019-01-16 20:15:00,602
2019-01-16 21:47:00,Operating Room #6,2019-01-16 20:17:00,603
2019-01-24 05:53:00,Operating Room #4,2019-01-24 02:20:00,604
2019-01-31 05:11:00,Operating Room #4,2019-01-31 04:51:00,605
2019-01-24 03:39:00,Operating Room #1,2019-01-23 21:47:00,606
2019-01-03 19:42:00,Operating Room #6,2019-01-03 18:47:00,607
2019-01-18 00:25:00,Operating Room #5,2019-01-17 22:54:00,608
2019-01-26 04:50:00,Operating Room #5,2019-01-26 02:16:00,609
2019-01-09 00:29:00,Operating Room #3,2019-01-08 21:17:00,610
2019-01-23 16:10:00,Operating Room #2,2019-01-23 15:05:00,611
2019-01-21 08:09:00,Operating Room #2,2019-01-21 04:33:00,612
2019-01-06 07:23:00,Operating Room #1,2019-01-06 04:22:00,613
2019-01-26 03:36:00,Operating Room #3,2019-01-26 02:29:00,614
2019-01-15 19:05:00,Operating Room #6,2019-01-15 14:55:00,615
2019-01-28 03:49:00,Operating Room #5,2019-01-28 01:23:00,616
2019-01-28 15:07:00,Operating Room #3,2019-01-28 12:03:00,617
2019-01-04 19:36:00,Operating Room #3,2019-01-04 17:09:00,618
2019-01-13 14:30:00,Operating Room #5,2019-01-13 13:54:00,619
2019-01-19 09:01:00,Operating Room #6,2019-01-19 05:01:00,620
2019-01-12 08:42:00,Operating Room #6,2019-01-12 03:42:00,621
2019-01-22 15:46:00,Operating Room #3,2019-01-22 11:49:00,622
2019-01-03 14:46:00,Operating Room #2,2019-01-03 12:37:00,623
2019-01-06 15:42:00,Operating Room #2,2019-01-06 12:10:00,624
2019-01-29 00:58:00,Operating Room #2,2019-01-29 00:42:00,625
2019-01-30 13:43:00,Operating Room #1,2019-01-30 11:07:00,626
2019-01-23 03:12:00,Operating Room #4,2019-01-23 02:00:00,627
2019-01-27 03:40:00,Operating Room #1,2019-01-27 03:00:00,628
2019-01-15 21:05:00,Operating Room #2,2019-01-15 19:37:00,629
2019-01-14 12:18:00,Operating Room #3,2019-01-14 10:07:00,630
2019-01-17 23:25:00,Operating Room #6,2019-01-17 19:37:00,631
2019-01-23 10:28:00,Operating Room #3,2019-01-23 08:02:00,632
2019-01-18 10:06:00,Operating Room #4,2019-01-18 06:37:00,633
2019-01-11 01:27:00,Operating Room #3,2019-01-11 00:00:00,634
2019-01-21 08:42:00,Operating Room #3,2019-01-21 06:48:00,635
2019-01-23 06:15:00,Operating Room #1,2019-01-23 04:14:00,636
2019-01-18 06:44:00,Operating Room #1,2019-01-18 05:50:00,637
2019-01-31 06:10:00,Operating Room #2,2019-01-31 01:09:00,638
2019-01-09 12:49:00,Operating Room #3,2019-01-09 07:59:00,639
2019-01-13 18:08:00,Operating Room #3,2019-01-13 16:43:00,640
2019-01-30 14:40:00,Operating Room #5,2019-01-30 10:32:00,641
2019-01-11 16:36:00,Operating Room #2,2019-01-11 15:20:00,642
2019-01-29 12:26:00,Operating Room #5,2019-01-29 12:02:00,643
2019-01-10 07:49:00,Operating Room #5,2019-01-10 05:54:00,644
2019-01-01 10:13:00,Operating Room #3,2019-01-01 07:56:00,645
2019-01-30 19:47:00,Operating Room #1,2019-01-30 16:53:00,646
2019-01-17 18:21:00,Operating Room #3,2019-01-17 15:08:00,647
2019-01-26 17:22:00,Operating Room #5,2019-01-26 12:35:00,648
2019-01-15 11:19:00,Operating Room #2,2019-01-15 08:10:00,649
2019-01-16 19:02:00,Operating Room #4,2019-01-16 14:24:00,650
2019-01-08 15:54:00,Operating Room #5,2019-01-08 15:33:00,651
2019-01-03 06:10:00,Operating Room #4,2019-01-03 04:46:00,652
2019-01-29 19:04:00,Operating Room #1,2019-01-29 17:47:00,653
2019-01-23 07:48:00,Operating Room #1,2019-01-23 07:30:00,654
2019-01-27 20:02:00,Operating Room #6,2019-01-27 16:57:00,655
2019-01-20 07:16:00,Operating Room #6,2019-01-20 06:33:00,656
2019-01-25 14:49:00,Operating Room #5,2019-01-25 13:23:00,657
2019-01-18 16:45:00,Operating Room #3,2019-01-18 13:47:00,658
2019-01-23 21:22:00,Operating Room #3,2019-01-23 17:50:00,659
2019-01-01 21:10:00,Operating Room #5,2019-01-01 19:34:00,660
2019-01-16 22:08:00,Operating Room #5,2019-01-16 19:23:00,661
2019-01-16 18:43:00,Operating Room #5,2019-01-16 15:19:00,662
2019-02-01 17:51:00,Operating Room #4,2019-02-01 17:03:00,663
2019-01-11 07:08:00,Operating Room #1,2019-01-11 03:08:00,664
2019-01-17 09:39:00,Operating Room #6,2019-01-17 06:55:00,665
2019-01-14 13:10:00,Operating Room #5,2019-01-14 09:04:00,666
2019-01-25 16:10:00,Operating Room #6,2019-01-25 13:24:00,667
2019-02-02 02:52:00,Operating Room #3,2019-02-01 23:04:00,668
2019-01-07 02:55:00,Operating Room #5,2019-01-06 23:24:00,669
2019-02-01 00:29:00,Operating Room #5,2019-02-01 00:10:00,670
2019-01-16 05:50:00,Operating Room #1,2019-01-16 00:12:00,671
2019-01-11 17:16:00,Operating Room #5,2019-01-11 16:34:00,672
2019-01-23 14:19:00,Operating Room #4,2019-01-23 09:51:00,673
2019-01-01 19:21:00,Operating Room #4,2019-01-01 18:35:00,674
2019-01-08 04:24:00,Operating Room #1,2019-01-08 03:19:00,675
2019-01-07 09:22:00,Operating Room #5,2019-01-07 06:10:00,676
2019-01-20 22:13:00,Operating Room #3,2019-01-20 18:14:00,677
2019-01-03 21:17:00,Operating Room #1,2019-01-03 19:26:00,678
2019-01-10 13:25:00,Operating Room #6,2019-01-10 11:48:00,679
2019-01-05 20:18:00,Operating Room #6,2019-01-05 19:41:00,680
2019-01-10 19:44:00,Operating Room #5,2019-01-10 16:33:00,681
2019-01-25 22:33:00,Operating Room #2,2019-01-25 18:23:00,682
2019-01-25 20:01:00,Operating Room #6,2019-01-25 18:40:00,683
2019-01-15 00:37:00,Operating Room #6,2019-01-14 19:07:00,684
2019-01-31 14:27:00,Operating Room #6,2019-01-31 11:36:00,685
2019-01-08 16:54:00,Operating Room #6,2019-01-08 14:33:00,686
2019-01-11 00:17:00,Operating Room #1,2019-01-10 18:32:00,687
2019-01-22 06:46:00,Operating Room #6,2019-01-22 05:11:00,688
2019-01-09 18:27:00,Operating Room #2,2019-01-09 17:41:00,689
2019-01-16 11:10:00,Operating Room #2,2019-01-16 10:52:00,690
2019-01-28 16:32:00,Operating Room #2,2019-01-28 10:49:00,691
2019-01-06 23:24:00,Operating Room #1,2019-01-06 21:17:00,692
2019-02-01 20:14:00,Operating Room #5,2019-02-01 18:10:00,693
2019-01-27 11:39:00,Operating Room #6,2019-01-27 07:51:00,694
2019-01-17 10:03:00,Operating Room #2,2019-01-17 09:47:00,695
2019-01-19 14:36:00,Operating Room #5,2019-01-19 12:32:00,696
2019-01-07 20:17:00,Operating Room #3,2019-01-07 15:43:00,697
2019-01-30 23:25:00,Operating Room #5,2019-01-30 21:25:00,698
2019-01-05 02:56:00,Operating Room #6,2019-01-04 23:10:00,699
2019-01-05 09:54:00,Operating Room #2,2019-01-05 05:19:00,700
2019-01-24 14:28:00,Operating Room #1,2019-01-24 14:07:00,701
2019-01-10 06:00:00,Operating Room #4,2019-01-10 01:48:00,702
2019-01-07 22:46:00,Operating Room #4,2019-01-07 18:39:00,703
2019-01-13 00:50:00,Operating Room #3,2019-01-12 22:31:00,704
2019-01-12 02:51:00,Operating Room #5,2019-01-11 22:38:00,705
2019-01-20 13:29:00,Operating Room #4,2019-01-20 10:54:00,706
2019-01-16 05:11:00,Operating Room #4,2019-01-16 03:33:00,707
2019-01-09 22:33:00,Operating Room #4,2019-01-09 17:35:00,708
2019-01-27 19:47:00,Operating Room #5,2019-01-27 17:48:00,709
2019-01-10 09:13:00,Operating Room #1,2019-01-10 05:06:00,710
2019-01-26 09:53:00,Operating Room #5,2019-01-26 08:27:00,711
2019-01-15 19:40:00,Operating Room #1,2019-01-15 15:19:00,712
2019-01-29 22:58:00,Operating Room #2,2019-01-29 21:58:00,713
2019-01-18 16:30:00,Operating Room #2,2019-01-18 11:34:00,714
2019-01-25 05:53:00,Operating Room #2,2019-01-25 03:14:00,715
2019-01-25 07:54:00,Operating Room #3,2019-01-25 06:13:00,716
2019-01-11 19:32:00,Operating Room #3,2019-01-11 18:41:00,717
2019-01-11 23:25:00,Operating Room #6,2019-01-11 22:56:00,718
2019-01-16 16:12:00,Operating Room #1,2019-01-16 13:30:00,719
2019-01-24 07:22:00,Operating Room #6,2019-01-24 05:42:00,720
2019-01-23 12:40:00,Operating Room #2,2019-01-23 11:19:00,721
2019-02-01 18:25:00,Operating Room #3,2019-02-01 15:06:00,722
2019-01-31 16:42:00,Operating Room #3,2019-01-31 14:30:00,723
2019-01-05 07:47:00,Operating Room #4,2019-01-05 03:00:00,724
2019-01-15 15:22:00,Operating Room #5,2019-01-15 12:51:00,725
2019-01-27 06:31:00,Operating Room #3,2019-01-27 00:42:00,726
2019-01-29 02:46:00,Operating Room #6,2019-01-29 01:40:00,727
2019-01-29 23:27:00,Operating Room #6,2019-01-29 23:09:00,728
2019-01-27 23:16:00,Operating Room #5,2019-01-27 22:52:00,729
2019-01-04 13:06:00,Operating Room #2,2019-01-04 11:11:00,730
2019-01-11 22:10:00,Operating Room #5,2019-01-11 18:58:00,731
2019-01-04 12:29:00,Operating Room #6,2019-01-04 07:37:00,732
2019-01-30 18:56:00,Operating Room #4,2019-01-30 16:51:00,733
2019-01-14 09:13:00,Operating Room #6,2019-01-14 07:28:00,734
2019-01-21 14:51:00,Operating Room #4,2019-01-21 11:36:00,735
2019-01-23 09:52:00,Operating Room #2,2019-01-23 08:18:00,736
2019-01-03 14:24:00,Operating Room #6,2019-01-03 12:26:00,737
2019-01-18 20:05:00,Operating Room #6,2019-01-18 19:46:00,738
2019-01-17 11:09:00,Operating Room #4,2019-01-17 08:05:00,739
2019-01-17 06:13:00,Operating Room #4,2019-01-17 04:32:00,740
2019-02-01 20:38:00,Operating Room #1,2019-02-01 19:53:00,741
2019-01-24 12:09:00,Operating Room #6,2019-01-24 08:26:00,742
2019-01-26 00:21:00,Operating Room #1,2019-01-25 23:02:00,743
2019-01-10 07:14:00,Operating Room #6,2019-01-10 02:28:00,744
2019-01-29 16:20:00,Operating Room #4,2019-01-29 15:22:00,745
2019-01-10 11:13:00,Operating Room #4,2019-01-10 06:21:00,746
2019-01-05 03:08:00,Operating Room #2,2019-01-05 01:31:00,747
2019-01-03 15:40:00,Operating Room #3,2019-01-03 13:32:00,748
2019-01-04 08:19:00,Operating Room #1,2019-01-04 04:25:00,749
2019-01-31 07:56:00,Operating Room #4,2019-01-31 05:22:00,750
2019-01-02 07:19:00,Operating Room #5,2019-01-02 03:42:00,751
2019-01-30 21:46:00,Operating Room #6,2019-01-30 16:12:00,752
2019-01-28 16:28:00,Operating Room #1,2019-01-28 15:06:00,753
2019-02-01 14:28:00,Operating Room #2,2019-02-01 10:29:00,754
2019-01-12 13:33:00,Operating Room #1,2019-01-12 13:09:00,755
2019-01-29 23:33:00,Operating Room #1,2019-01-29 22:37:00,756
2019-01-22 12:14:00,Operating Room #5,2019-01-22 10:34:00,757
2019-01-08 08:11:00,Operating Room #3,2019-01-08 06:35:00,758
2019-01-26 06:29:00,Operating Room #4,2019-01-26 03:05:00,759
2019-01-27 08:33:00,Operating Room #1,2019-01-27 06:34:00,760
2019-01-22 11:34:00,Operating Room #6,2019-01-22 07:42:00,761
2019-01-05 17:47:00,Operating Room #2,2019-01-05 15:47:00,762
2019-01-21 15:38:00,Operating Room #2,2019-01-21 15:18:00,763
2019-01-05 12:24:00,Operating Room #6,2019-01-05 12:05:00,764
2019-01-19 01:01:00,Operating Room #3,2019-01-18 20:44:00,765
2019-01-18 17:59:00,Operating Room #4,2019-01-18 14:59:00,766
2019-01-18 10:28:00,Operating Room #3,2019-01-18 08:30:00,767
2019-01-09 13:46:00,Operating Room #6,2019-01-09 09:01:00,768
2019-01-05 21:48:00,Operating Room #3,2019-01-05 19:00:00,769
2019-01-30 10:29:00,Operating Room #5,2019-01-30 09:35:00,770
2019-01-27 02:41:00,Operating Room #2,2019-01-27 01:14:00,771
2019-02-01 20:25:00,Operating Room #6,2019-02-01 20:06:00,772
2019-01-04 21:20:00,Operating Room #4,2019-01-04 19:22:00,773
2019-01-24 05:20:00,Operating Room #6,2019-01-24 00:43:00,774
2019-01-31 10:51:00,Operating Room #5,2019-01-31 10:01:00,775
